# time  created  delivered  delivered/created
25152.0000 852 54 0.0634
25181.0000 853 54 0.0633
25210.0000 854 54 0.0632
25240.0000 855 54 0.0632
25250.2000 855 55 0.0643
25272.0000 856 55 0.0643
25302.0000 857 55 0.0642
25333.0000 858 55 0.0641
25360.0000 859 55 0.0640
25385.0000 860 55 0.0640
25416.0000 861 55 0.0639
25448.0000 862 55 0.0638
25482.0000 863 55 0.0637
25510.0000 864 55 0.0637
25538.0000 865 55 0.0636
25568.0000 866 55 0.0635
25601.0000 867 55 0.0634
25631.0000 868 55 0.0634
25658.0000 869 55 0.0633
25690.0000 870 55 0.0632
25718.0000 871 55 0.0631
25748.6000 871 56 0.0643
25751.0000 872 56 0.0642
25778.0000 873 56 0.0641
